,budget,genre,gross,name,runtime,score,votes,Profit
5843,16000000,Comedy,12412386,People Like Us,100,7.1,36565,-3587614
5844,750000,Comedy,4010957,Safety Not Guaranteed,100,7.0,106586,3260957
5845,2500000,Drama,2760,About Cherry,98,4.8,8592,-2497240
5846,10000000,Horror,6842058,The Collection,82,6.1,38699,-3157942
5847,33000000,Drama,35074677,Step Up Revolution,99,6.5,48309,2074677
5848,10000000,Drama,7435950,Disconnect,115,7.6,65916,-2564050
5849,25000000,Comedy,51853450,The Odd Life of Timothy Green,105,6.6,40006,26853450
5850,270000,Biography,318622,Compliance,90,6.4,26600,48622
5851,16600000,Adventure,1517410,Kon-Tiki,118,7.2,38013,-15082590
5852,12000000,Drama,7918283,Arbitrage,107,6.6,44196,-4081717
5853,0,Biography,6008677,Hitchcock,98,6.8,64089,6008677
5854,0,Drama,11653123,Gone,100,5.9,36704,11653123
5855,60000000,Drama,102118,Upside Down,109,6.4,62401,-59897882
5856,35000000,Action,20275446,Premium Rush,91,6.5,100314,-14724554
5857,0,Comedy,1059239,Thanks for Sharing,112,6.4,22269,1059239
5858,55000000,Action,9483821,Bullet to the Head,92,5.7,41677,-45516179
5859,0,Comedy,317190,Liberal Arts,97,6.7,31570,317190
5860,0,Drama,175058,El círculo roto,111,7.8,32959,175058
5861,12000000,Crime,65804,Deadfall,95,6.3,34374,-11934196
5862,0,Comedy,1378426,Girl Most Likely,103,5.8,13157,1378426
5863,0,Comedy,3094687,Celeste & Jesse Forever,100,6.6,25966,3094687
5864,35000000,Action,25888412,Alex Cross,101,5.1,29622,-9111588
5865,1000000,Biography,6002451,The Sessions,95,7.2,38014,5002451
5866,1000000,Horror,18119640,Chernobyl Diaries,86,5.0,55671,17119640
5867,1800000,Adventure,12795746,Beasts of the Southern Wild,93,7.3,73864,10995746
5868,22000000,Comedy,49008662,Diary of a Wimpy Kid: Dog Days,94,6.3,17568,27008662
5869,12000000,Crime,1744,The Samaritan,90,5.6,8339,-11998256
5870,2000000,Drama,5132442,The Company You Keep,125,6.4,27858,3132442
5871,0,Drama,258656,Great Expectations,128,6.4,10421,258656
5872,20500000,Drama,743636,Cosmópolis,109,5.0,39663,-19756364
5873,2000000,Action,13746550,Hit and Run,100,6.1,30897,11746550
5874,58000000,Action,49876377,Red Tails,100,5.9,30097,-8123623
5875,0,Drama,14947,Twice Born,127,7.4,13094,14947
5876,15000000,Comedy,3301046,Stand Up Guys,100,6.5,47799,-11698954
5877,35000000,Comedy,13101142,Playing for Keeps,105,5.7,25725,-21898858
5878,0,Comedy,141307,John Dies at the End,99,6.4,32210,141307
5879,20000000,Biography,6002756,Chasing Mavericks,100,7.2,27057,-13997244
5880,0,Drama,87910,Starlet,103,6.8,5294,87910
5881,2500000,Comedy,3325638,Robot & Frank,89,7.1,55671,825638
5882,40000000,Biography,20113965,Big Miracle,107,6.5,16132,-19886035
5883,0,Comedy,4327763,Much Ado About Nothing,109,7.2,14679,4327763
5884,15000000,Drama,7597898,Promised Land,100,6.6,32248,-7402102
5885,2900000,Horror,72140,No One Lives,86,6.0,14844,-2827860
5886,14000000,Adventure,9402410,Fun Size,86,5.4,12027,-4597590
5887,0,Comedy,354244,En la casa,105,7.4,24809,354244
5888,5000000,Horror,53921300,Paranormal Activity 4,88,4.6,54344,48921300
5889,55000000,Animation,31051126,The Pirates! Band of Misfits,88,6.7,38842,-23948874
5890,30000000,Comedy,63536011,Hope Springs,100,6.3,36501,33536011
5891,750000,Horror,53261944,The Devil Inside,83,4.2,31857,52511944
5892,0,Horror,30474,The Bay,84,5.6,21608,30474
5893,6000000,Drama,1065000,What Maisie Knew,93,7.5,23509,-4935000
5894,25000000,Comedy,77267296,Parental Guidance,105,6.1,22401,52267296
5895,850000,Comedy,1243961,"For a Good Time, Call...",88,6.0,14242,393961
5896,0,Drama,119919,Bel Ami,102,5.4,16219,119919
5897,11000000,Comedy,18390117,Quartet,94,6.8,16807,7390117
5898,40000000,Comedy,37134215,The Guilt Trip,95,5.8,32039,-2865785
5899,11500000,Action,5460,Universal Soldier: Day of Reckoning,114,5.0,17118,-11494540
5900,40000000,Comedy,18438149,A Thousand Words,91,5.9,33384,-21561851
5901,0,Comedy,100910,The Magic of Belle Isle,109,7.0,14538,100910
5902,6000000,Comedy,5895238,Casa de mi Padre,100,5.5,18126,-104762
5903,25000000,Comedy,30920167,Joyful Noise,100,5.7,7044,5920167
5904,16000000,Comedy,2964,Vamps,92,5.1,8112,-15997036
5905,0,Comedy,1631306,Todo lo que necesitas es amor,116,6.6,11049,1631306
5906,0,Action,26345,The Sweeney,112,6.1,17275,26345
5907,500000,Drama,375981,Smashed,81,6.8,14537,-124019
5908,17000000,Horror,4930798,The Apparition,83,4.1,17172,-12069202
5909,26350000,Comedy,20998,Lay the Favorite,94,4.8,9388,-26329002
5910,0,Biography,2291047,Renoir,111,6.6,4240,2291047
5911,0,Adventure,35722,Sightseers,88,6.5,22742,35722
5912,0,Comedy,304357,The Angels' Share,101,7.0,19767,304357
5913,0,Drama,1035953,Kahaani,122,8.2,45452,1035953
5914,0,Comedy,9222,If I Were You,115,7.0,1410,9222
5915,0,Drama,968879,Lore,109,7.1,12257,968879
5916,0,Drama,99134,Shadow Dancer,101,6.2,10685,99134
5917,0,Action,547,Into the White,104,7.2,16609,547
5918,20000000,Comedy,65653242,Madea's Witness Protection,100,4.9,7957,45653242
5919,0,Drama,1005700,Ginger & Rosa,90,6.3,8755,1005700
5920,0,Drama,519535,The Reluctant Fundamentalist,130,6.9,11537,519535
5921,0,Comedy,1347578,La bicicleta verde,98,7.6,14903,1347578
5922,6400000,Horror,8973,[REC] 3: Genesis,80,5.0,28103,-6391027
5923,0,Drama,379791,At Any Price,105,5.7,6237,379791
5924,7395080,Crime,2706375,Talaash,140,7.3,32323,-4688705
5925,0,Horror,8139,Dracula 3D,110,3.6,3321,8139
5926,0,Drama,526322,Being Flynn,100,6.4,14873,526322
5927,3000000,Horror,2034,ATM,90,4.7,20140,-2997966
5928,0,Drama,2343664,No,118,7.4,19935,2343664
5929,20000000,Drama,607327,Not Fade Away,100,6.0,3860,-19392673
5930,0,Comedy,3755,Save the Date,97,5.8,6241,3755
5931,0,Comedy,1670773,English Vinglish,134,7.9,25931,1670773
5932,3000000,Comedy,200803,Tim and Eric's Billion Dollar Movie,93,5.3,8478,-2799197
5933,2000000,Action,40179,Aftershock,89,4.8,9333,-1959821
5934,0,Drama,72100,"Farewell, My Queen",100,6.3,6728,72100
5935,0,Comedy,22930,Struck by Lightning,90,6.3,13513,22930
5936,0,Drama,413276,A Hijacking,103,7.2,13530,413276
5937,0,Biography,6367780,Hyde Park on Hudson,94,5.9,9985,6367780
5938,7980000,Comedy,1027121,Cocktail,146,6.2,10931,-6952879
5939,0,Drama,1561577,A Late Quartet,105,7.1,12008,1561577
5940,100000000,Biography,116900694,The Wolf of Wall Street,180,8.2,895552,16900694
5941,20000000,Horror,137400141,The Conjuring,112,7.5,342870,117400141
5942,46000000,Crime,61002302,Prisoners,153,8.1,449489,15002302
5943,150000000,Animation,400738009,Frozen,102,7.5,464149,250738009
5944,75000000,Crime,117723989,Now You See Me,115,7.3,505432,42723989
5945,20000000,Horror,71628180,Mamá,100,6.2,146508,51628180
5946,23000000,Drama,25568251,Her,126,8.0,404796,2568251
5947,225000000,Action,291045518,Man of Steel,143,7.1,590734,66045518
5948,37000000,Comedy,150394119,We're the Millers,110,7.0,342500,113394119
5949,105000000,Drama,144840419,El gran Gatsby,143,7.3,394723,39840419
5950,0,Drama,2199675,Blue Is the Warmest Color,180,7.8,107119,2199675
5951,0,Drama,785669,Ninfomanía: primera parte,117,7.0,93710,785669
5952,190000000,Action,101802906,Pacific Rim,131,7.0,407588,-88197094
5953,0,Mystery,1007088,Enemigos idénticos,91,6.9,117920,1007088
5954,130000000,Action,424668047,The Hunger Games: Catching Fire,146,7.6,535963,294668047
5955,40000000,Crime,150117807,American Hustle,138,7.3,386428,110117807
5956,100000000,Drama,274092705,Gravity,91,7.8,638007,174092705
5957,20000000,Biography,56671993,12 Years a Slave,134,8.1,503763,36671993
5958,190000000,Action,228778661,Star Trek Into Darkness,132,7.8,423966,38778661
5959,200000000,Action,409013994,Iron Man 3,130,7.2,605330,209013994
5960,70000000,Action,98925640,Olympus Has Fallen,119,6.5,218879,28925640
5961,120000000,Action,89021735,Oblivion,124,7.0,418811,-30978265
5962,5000000,Biography,27298285,Dallas Buyers Club,117,8.0,362192,22298285
5963,12000000,Comedy,15322921,About Time,123,7.8,228554,3322921
5964,190000000,Action,202359711,World War Z,116,7.0,507319,12359711
5965,60000000,Action,46000903,Gangster Squad,113,6.7,184266,-13999097
5966,40000000,Action,125095601,Lone Survivor,121,7.5,224829,85095601
5967,30000000,Drama,35266619,Carrie,100,5.9,115826,5266619
5968,170000000,Action,206362140,Thor: The Dark World,112,7.0,456007,36362140
5969,38000000,Action,26947624,Rush,123,8.1,349811,-11052376
5970,32000000,Comedy,101470202,This Is the End,107,6.6,334845,69470202
5971,39200000,Action,4563650,El expreso del miedo,126,7.0,207368,-34636350
5972,3000000,Horror,64473115,La noche de la expiación,85,5.7,159252,61473115
5973,160000000,Action,238679850,Fast & Furious 6,130,7.1,324918,78679850
5974,6000000,Adventure,7192291,The Green Inferno,100,5.3,28341,1192291
5975,80000000,Comedy,133668525,Grown Ups 2,101,5.4,117428,53668525
5976,28000000,Action,28795985,Kick-Ass 2,103,6.6,219877,795985
5977,225000000,Adventure,258366855,The Hobbit: The Desolation of Smaug,161,7.9,524571,33366855
5978,60000000,Drama,19452138,Beautiful Creatures,124,6.2,73570,-40547862
5979,25000000,Crime,16973715,The Counsellor,117,5.3,86494,-8026285
5980,17000000,Fantasy,54239856,Evil Dead,91,6.5,135944,37239856
5981,90000000,Adventure,58236838,The Secret Life of Walter Mitty,114,7.3,255109,-31763162
5982,115000000,Action,93050117,Elysium,109,6.6,366674,-21949883
5983,20000000,Action,26004851,The World's End,109,7.0,207634,6004851
5984,43000000,Action,159582188,The Heat,117,6.6,142704,116582188
5985,30000000,Comedy,36918811,The Family,111,6.3,95229,6918811
5986,13300000,Drama,2605039,Under the Skin,108,6.3,98496,-10694961
5987,76000000,Animation,368061265,Despicable Me 2,98,7.4,314045,292061265
5988,3000000,Comedy,24477704,Don Jon,90,6.6,203473,21477704
5989,60000000,Action,31165421,The Mortal Instruments: City of Bones,130,5.9,114481,-28834579
5990,30000000,Action,2162593,Old Boy,104,5.8,56204,-27837407
5991,50000000,Action,55703475,Hansel y Gretel: Cazadores de brujas,88,6.1,170882,5703475
5992,28000000,Drama,71349120,Safe Haven,115,6.7,87269,43349120
5993,130000000,Action,122523060,G.I. Joe: Retaliation,110,5.8,154740,-7476940
5994,6000000,Comedy,8828771,Movie 43,94,4.3,85609,2828771
5995,0,Drama,326983,Ninfomanía: segunda parte,123,6.7,68336,326983
5996,50000000,Action,25132228,Escape Plan,115,6.7,192466,-24867772
5997,110000000,Action,61737191,Ender's Game,114,6.7,197592,-48262809
5998,22000000,Crime,11326836,Out of the Furnace,116,6.8,90855,-10673164
5999,5000000,Horror,27695246,Oculus,104,6.5,95687,22695246
6000,26000000,Action,49875291,Pain & Gain,129,6.5,172482,23875291
6001,12000000,Drama,1702277,Stoker,99,6.8,90922,-10297723
6002,135000000,Animation,187168425,The Croods,98,7.2,163313,52168425
6003,45000000,Action,12050299,The Last Stand,107,6.4,120452,-32949701
6004,50000,Mystery,68877,Coherence,89,7.2,71677,18877
6005,120000000,Action,132556852,The Wolverine,126,6.7,364907,12556852
6006,35000000,Comedy,66380662,Warm Bodies,98,6.9,196631,31380662
6007,20000000,Horror,34341945,Texas Chainsaw 3D,92,4.8,38083,14341945
6008,55000000,Biography,107100855,Captain Phillips,134,7.8,354410,52100855
6009,2500000,Comedy,6851969,The Spectacular Now,95,7.1,119642,4351969
6010,103000000,Comedy,112200072,The Hangover Part III,100,5.9,245488,9200072
6011,58000000,Comedy,44672764,The Internship,119,6.3,169189,-13327236
6012,0,Drama,164480,Horns,120,6.5,63156,164480
6013,215000000,Action,89302115,The Lone Ranger,150,6.5,194951,-125697885
6014,215000000,Adventure,234911825,Oz the Great and Powerful,130,6.3,183680,19911825
6015,16000000,Drama,317125,Adore,100,6.2,26214,-15682875
6016,200000000,Animation,268492764,Monsters University,104,7.3,258992,68492764
6017,4800000,Crime,778565,Sólo Dios perdona,90,5.7,91897,-4021435
6018,150000000,Action,73103784,White House Down,131,6.4,176922,-76896216
6019,11000000,Comedy,3452117,What If,98,6.8,57422,-7547883
6020,0,Crime,85433,The Best Offer,131,7.8,81409,85433
6021,5000000,Horror,83586447,Insidious: Chapter 2,106,6.6,123320,78586447
6022,30000000,Crime,32172757,Side Effects,106,7.1,157546,2172757
6023,90000000,Adventure,68559554,Percy Jackson: Sea of Monsters,106,5.9,93908,-21440446
6024,0,Drama,1361423,Locke,85,7.1,104599,1361423
6025,84000000,Action,53262560,RED 2,116,6.7,136471,-30737440
6026,8000000,Comedy,16170632,Begin Again,104,7.4,115851,8170632
6027,38000000,Action,42025135,Riddick,119,6.4,134609,4025135
6028,40000000,Action,26627201,The Host,125,5.9,98678,-13372799
6029,5000000,Comedy,34321,Filth,97,7.1,84261,-4965679
6030,40000000,Biography,95001343,42,128,7.5,71006,55001343
6031,92000000,Action,67349198,A Good Day to Die Hard,98,5.3,175817,-24650802
6032,130000000,Action,60522097,After Earth,100,4.9,169422,-69477903
6033,5000000,Comedy,21501098,The Way Way Back,103,7.4,124197,16501098
6034,175000000,Action,38362475,47 Ronin,119,6.3,125778,-136637525
6035,18000000,Drama,33405481,Blue Jasmine,98,7.3,164208,15405481
6036,30000000,Biography,116632095,Lee Daniels' The Butler,132,7.2,94884,86632095
6037,22000000,Action,19783777,Homefront,100,6.5,90430,-2216223
6038,25000000,Drama,37738503,August: Osage County,121,7.2,73438,12738503
6039,195000000,Adventure,65187603,Jack the Giant Slayer,114,6.3,113861,-129812397
6040,130000000,Action,33618855,R.I.P.D.,100,5.6,99230,-96381145
6041,13000000,Comedy,25682380,21 & Over,93,5.9,64737,12682380
6042,30000000,Action,10880926,Dead Man Down,118,6.5,57854,-19119074
6043,11000000,Drama,13235319,Inside Llewyn Davis,104,7.5,109079,2235319
6044,0,Drama,2852400,The Great Beauty,141,7.8,63499,2852400
6045,20000000,Action,8008161,Machete Kills,107,5.6,64085,-11991839
6046,7000000,Comedy,1879534,Sólo los amantes sobreviven,123,7.3,70934,-5120466
6047,35000000,Biography,83301580,Saving Mr. Banks,125,7.5,128240,48301580
6048,35000000,Comedy,134506920,Identity Thief,111,5.7,105070,99506920
6049,20000000,Crime,2319187,Trance,101,7.0,99164,-17680813
6050,61000000,Action,75612460,2 Guns,109,6.7,168840,14612460
6051,0,Drama,48022,Young & Beautiful,95,6.8,25415,48022
6052,0,Comedy,32514,I Give It a Year,97,5.7,31956,32514
6053,12000000,Biography,16117443,Jobs,128,5.9,83258,4117443
6054,3000000,Drama,8114627,Before Midnight,109,7.9,108281,5114627
6055,15000000,Action,42930462,Snitch,112,6.5,69553,27930462
6056,10000000,Biography,356582,Lovelace,93,6.2,33357,-9643418
6057,8000000,Biography,5841046,The Bling Ring,90,5.6,72810,-2158954
6058,35000000,Comedy,21784432,The Big Wedding,100,5.6,40708,-13215568
6059,35000000,Action,17609982,Parker,118,6.2,97771,-17390018
6060,19000000,Drama,21488481,The Book Thief,131,7.6,108953,2488481
6061,50000000,Comedy,127352707,Anchorman 2: The Legend Continues,119,6.3,142452,77352707
6062,105000000,Animation,71017784,The Smurfs 2,105,5.4,30631,-33982216
6063,13000000,Crime,51872378,The Call,100,6.7,95726,38872378
6064,1066167,Crime,258113,Blue Ruin,90,7.1,51447,-808054
6065,0,Drama,1161089,Romeo & Juliet,113,5.8,9141,1161089
6066,0,Crime,441,I Spit on Your Grave 2,106,5.7,21070,441
6067,30000000,Adventure,22525921,The Incredible Burt Wonderstone,100,5.9,63722,-7474079
6068,0,Drama,1010414,Short Term 12,96,8.0,64478,1010414
6069,8500000,Comedy,219438,The Zero Theorem,107,6.1,38378,-8280562
6070,0,Adventure,1290312,The Kings of Summer,95,7.2,67276,1290312
6071,28000000,Comedy,63914167,Last Vegas,105,6.6,114125,35914167
6072,0,Comedy,342936,Drinking Buddies,90,6.1,49646,342936
6073,0,Drama,750100,Palo Alto,100,6.3,22964,750100
6074,10900000,Biography,10726630,Belle,100,7.4,23053,-173370
6075,0,Biography,1029949,Kill Your Darlings,104,6.5,29273,1029949
6076,0,Comedy,200268,The Double,93,6.5,39922,200268
6077,0,Drama,4105,Contracted,84,5.3,11798,4105
6078,20000000,Comedy,32015787,Scary Movie 5,88,3.5,54324,12015787
6079,0,Crime,387606,Ain't Them Bodies Saints,96,6.4,17678,387606
6080,12000000,Biography,37707719,Philomena,98,7.6,82660,25707719
6081,30000000,Crime,19316646,Runner Runner,88,5.6,55262,-10683354
6082,9000000,Action,6263670,All Is Lost,106,6.9,64524,-2736330
6083,12000000,Adventure,17654912,Nebraska,115,7.7,97893,5654912
6084,50000,Drama,444098,Upstream Color,96,6.7,25775,394098
6085,8000000,Comedy,17536788,Enough Said,93,7.1,52358,9536788
6086,28000000,Drama,1019038,Amores infieles,137,6.4,22766,-26980962
6087,100000000,Animation,107518682,Epic,102,6.7,90501,7518682
6088,26000000,Comedy,30664106,Delivery Man,105,6.4,65081,4664106
6089,1500000,Comedy,3447339,The To Do List,104,5.8,32105,1947339
6090,0,Drama,125687,Europa Report,97,6.5,58171,125687
6091,3500000,Horror,17411930,Dark Skies,97,6.3,61914,13911930
6092,18000000,Drama,13362308,Labor Day,111,6.9,35029,-4637692
6093,0,Horror,21833,V/H/S/2,96,6.1,30156,21833
6094,20000000,Action,34956,Redemption,100,6.2,56365,-19965044
6095,78000000,Animation,119793567,Cloudy with a Chance of Meatballs 2,95,6.4,71615,41793567
6096,250000,Drama,49494,The Canyons,99,3.9,9126,-200506
6097,30000000,Animation,5209580,Se levanta el viento,126,7.8,51601,-24790420
6098,28000000,Biography,3254172,The Fifth Estate,128,6.2,32623,-24745828
6099,35000000,Crime,19701164,Broken City,109,6.2,67526,-15298836
6100,16000000,Drama,2013456,The Immigrant,120,6.6,23805,-13986544
6101,900000,Biography,16097842,Fruitvale Station,85,7.5,59913,15197842
6102,18000000,Biography,4435083,Un pasado imborrable,116,7.1,31065,-13564917
6103,35000000,Drama,7376027,Paranoia,106,5.7,30891,-27623973
6104,40000000,Comedy,29807260,Grudge Match,113,6.4,50116,-10192740
6105,15000000,Biography,331634,Diana,113,5.5,16386,-14668366
6106,135000000,Animation,83028128,Turbo,96,6.5,67648,-51971872
6107,0,Comedy,2151202,Austenland,97,6.3,16374,2151202
6108,0,Comedy,16740,Adult World,97,6.2,14692,16740
6109,2500000,Comedy,40041683,A Haunted House,86,5.1,37158,37541683
6110,4000000,Horror,9039,The Sacrament,99,6.1,13644,-3990961
6111,0,Drama,60213,How I Live Now,101,6.5,23772,60213
6112,50000000,Animation,90288712,Planes,91,5.8,37338,40288712
6113,0,Drama,76633,We Are What We Are,105,5.9,16772,76633
6114,15000000,Comedy,102003019,Bad Grandpa,92,6.5,81683,87003019
6115,0,Comedy,174496,Afternoon Delight,98,5.8,8099,174496
6116,4000000,Drama,373375,Joe,117,6.9,39431,-3626625
6117,0,Action,27713,Killing Season,91,5.4,30687,27713
6118,0,Comedy,3763973,Fading Gigolo,90,6.2,20930,3763973
6119,3300000,Drama,1359563,Gimme Shelter,100,6.5,7082,-1940437
6120,0,Crime,34100,Starred Up,106,7.4,35739,34100
6121,0,Adventure,508806,Tracks,112,7.2,22475,508806
6122,0,Crime,420266,In Secret,107,6.1,6118,420266
6123,7000000,Drama,4288,Anna,99,6.5,16817,-6995712
6124,0,Comedy,1367846,I'm So Excited!,90,5.6,18657,1367846
6125,25000000,Action,100144,Man of Tai Chi,105,6.1,30477,-24899856
6126,6500000,Adventure,2268296,The East,116,6.8,44425,-4231704
6127,0,Drama,15324,Breathe In,98,6.4,11843,15324
6128,0,Comedy,7973,Charlie Countryman,103,6.4,23502,7973
6129,25500000,Crime,41229,Blood Ties,127,6.5,16156,-25458771
6130,0,Drama,342183,La piel de Venus,96,7.2,13764,342183
6131,0,Adventure,86796,Knights of Badassdom,100,5.7,17169,86796
6132,0,Drama,3827060,Ida,82,7.4,40046,3827060
6133,0,Adventure,1083762,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,114,7.1,31110,1083762
6134,8500000,Action,6787,Welcome to the Punch,99,6.1,28765,-8493213
6135,5000000,Drama,40040,CBGB,101,6.6,7038,-4959960
6136,0,Comedy,518134,Dom Hemingway,93,6.2,22984,518134
6137,0,Adventure,1429534,Queen,146,8.3,48398,1429534
6138,0,Biography,1234254,The Invisible Woman,111,6.1,7911,1234254
6139,0,Comedy,59437,Zonas húmedas,109,5.8,9107,59437
6140,10000000,Drama,652355,Parkland,93,6.3,12682,-9347645
6141,0,Action,357000,Walking with the Enemy,124,6.0,884,357000
6142,5000000,Comedy,44467206,Instructions Not Included,115,7.6,24412,39467206
6143,1000000,Drama,4231500,The Lunchbox,104,7.8,36929,3231500
6144,0,Comedy,2962542,In a World...,100,6.7,27802,2962542
6145,0,Drama,38361,Concussion,96,5.7,3324,38361
6146,35000000,Biography,8323085,Mandela: Long Walk to Freedom,141,7.1,23075,-26676915
6147,0,Animation,1506975,The Tale of the Princess Kaguya,137,8.1,23571,1506975
6148,0,Drama,51975354,Temptation: Confessions of a Marriage Counselor,111,5.0,10473,51975354
6149,0,Horror,23838,The Last Days on Mars,98,5.5,31095,23838
6150,0,Action,18058,Journey to the West,110,6.8,9526,18058
6151,0,Biography,323032,Jimi: All Is by My Side,118,5.7,4984,323032
6152,38600000,Action,6594959,The Grandmaster,130,6.5,26489,-32005041
6153,17000000,Comedy,70525195,The Best Man Holiday,123,6.7,12301,53525195
6154,0,Action,2137,Pawn,88,5.7,6144,2137
6155,0,Comedy,61446,The Art of the Steal,90,6.3,20439,61446
6156,0,Animation,137815,The Congress,122,6.5,14289,137815
6157,30000000,Action,1013945,Stalingrad,131,5.6,13238,-28986055
6158,12000000,Comedy,261695,Life of Crime,98,5.8,14145,-11738305
6159,11000000,Drama,1330596,El pasado,130,7.8,37148,-9669404
6160,81000000,Action,128261724,Kingsman: The Secret Service,129,7.7,467659,47261724
6161,165000000,Adventure,188020017,Interstellar,169,8.6,1095553,23020017
6162,170000000,Action,333176600,Guardians of the Galaxy,121,8.1,791340,163176600
6163,15000000,Drama,25442958,Ex Machina,108,7.7,355666,10442958
6164,61000000,Crime,167767189,Gone Girl,149,8.1,660194,106767189
6165,20000000,Action,43037835,John Wick,101,7.3,355140,23037835
6166,25000000,Adventure,59100318,The Grand Budapest Hotel,99,8.1,550331,34100318
6167,3300000,Drama,13092000,Whiplash,107,8.5,503754,9792000
6168,34000000,Action,102427862,The Maze Runner,113,6.8,344991,68427862
6169,6500000,Horror,84273813,Annabelle,99,5.4,99635,77773813
6170,2000000,Horror,14673301,It Follows,100,6.9,147224,12673301
6171,85000000,Adventure,150947895,Divergent,139,6.7,370154,65947895
6172,14000000,Biography,91125683,The Imitation Game,114,8.0,547832,77125683
6173,170000000,Action,208545589,Dawn of the Planet of the Apes,130,7.6,355042,38545589
6174,178000000,Action,100206256,Edge of Tomorrow,113,7.9,486882,-77793744
6175,55000000,Action,101530738,The Equalizer,132,7.2,254915,46530738
6176,210000000,Action,245439076,Transformers: Age of Extinction,165,5.7,263822,35439076
6177,50000000,Action,191719337,22 Jump Street,112,7.1,288814,141719337
6178,68000000,Action,85817906,Fury,134,7.6,341512,17817906
6179,12000000,Drama,124872350,The Fault in Our Stars,126,7.8,280217,112872350
6180,18000000,Comedy,42340598,Birdman or (The Unexpected Virtue of Ignorance),119,7.8,455260,24340598
6181,8500000,Crime,32381218,Nightcrawler,118,7.9,347271,23881218
6182,200000000,Action,233921534,X-Men: Days of Future Past,132,8.0,565997,33921534
6183,2000000,Drama,924279,The Babadook,93,6.8,141407,-1075721
6184,58800000,Action,350126372,American Sniper,133,7.3,362949,291326372
6185,170000000,Action,259766572,Captain America: The Winter Soldier,136,7.8,559974,89766572
6186,60000000,Animation,257760692,The Lego Movie,100,7.8,274608,197760692
6187,1500000,Horror,55007,El payaso del mal,100,5.7,16279,-1444993
6188,40000000,Action,126663600,Lucy,89,6.4,363219,86663600
6189,200000000,Action,202853933,The Amazing Spider-Man 2,142,6.7,352313,2853933
6190,165000000,Animation,222527828,Big Hero 6,102,7.8,320396,57527828
6191,180000000,Action,241410378,Maleficent,97,7.0,275137,61410378
6192,125000000,Action,101200044,Noah,138,5.8,213644,-23799956
6193,15000000,Biography,35893537,The Theory of Everything,123,7.7,310187,20893537
6194,250000000,Adventure,255119788,The Hobbit: The Battle of the Five Armies,144,7.4,396797,5119788
6195,100000000,Action,72688614,Hercules,98,6.0,125393,-27311386
6196,80000000,Action,23219748,Pompeya,100,5.5,92503,-56780252
6197,125000000,Action,337135885,The Hunger Games: Mockingjay - Part 1,123,6.7,341715,212135885
6198,44000000,Comedy,6105175,The Interview,112,6.6,267070,-37894825
6199,90000000,Action,39322544,The Expendables 3,126,6.1,141488,-50677456
6200,3300000,Comedy,3107072,Relatos salvajes,122,8.1,118272,-192928
6201,25000000,Drama,45089048,El dador de recuerdos,97,6.5,96205,20089048
6202,1600000,Comedy,3333000,Entrevista con unos vampiros,86,7.6,90970,1733000
6203,110000000,Action,106580051,300: Rise of an Empire,102,6.2,242932,-3419949
6204,8000000,Drama,1410915,99 Homes,112,7.1,22416,-6589085
6205,0,Biography,1822030,Testament of Youth,129,7.3,19225,1822030
6206,0,Drama,68372,Predestination,97,7.5,195819,68372
6207,40000000,Comedy,83911193,The Other Woman,109,6.0,113167,43911193
6208,160000000,Action,200676069,Godzilla,123,6.4,323734,40676069
6209,50000000,Adventure,128002372,Into the Woods,125,6.0,112609,78002372
6210,11000000,Comedy,30640336,Chef,114,7.3,156375,19640336
6211,140000000,Action,65014513,Exodus: Gods and Kings,150,6.0,140323,-74985487
6212,0,Comedy,14893,Tal vez es para siempre,102,7.2,85099,14893
6213,40000000,Comedy,43139300,A Million Ways to Die in the West,116,6.1,147947,3139300
6214,65000000,Crime,13757804,Sin City: A Dame to Kill For,102,6.5,126091,-51242196
6215,70000000,Action,56280355,Dracula Untold,92,6.3,152210,-13719645
6216,65000000,Biography,115637895,Unbroken,137,7.2,117590,50637895
6217,95000000,Action,17223265,Seventh Son,102,5.5,61441,-77776735
6218,1000000,Drama,31537320,Unfriended,83,5.6,52922,30537320
6219,48000000,Action,89256424,Búsqueda implacable 3,109,6.0,149069,41256424
6220,40000000,Comedy,46294610,Blended,117,6.5,96218,6294610
6221,26000000,Drama,26761283,The Best of Me,118,6.7,51322,761283
6222,4000000,Drama,25379975,Boyhood,165,7.9,293068,21379975
6223,65000000,Comedy,85911262,Annie,118,5.3,28204,20911262
6224,40000000,Comedy,38543473,Sex Tape,94,5.1,92074,-1456527
6225,20000000,Comedy,8110975,Inherent Vice,148,6.7,72027,-11889025
6226,1000000,Horror,9168,Honeymoon,87,5.7,20262,-990832
6227,60000000,Action,50577412,Jack Ryan: Shadow Recruit,105,6.2,105471,-9422588
6228,15000000,Adventure,37880356,Wild,115,7.1,98839,22880356
6229,3000000,Comedy,1821983,Tusk,102,5.4,35556,-1178017
6230,66000000,Action,43577636,Need for Speed,132,6.5,145738,-22422364
6231,50000000,Animation,50151543,The Book of Life,95,7.3,51976,151543
6232,18000000,Comedy,150157400,Neighbors,97,6.3,242874,132157400
6233,100000000,Action,58607007,RoboCop,117,6.2,193792,-41392993
6234,127000000,Adventure,113746621,Night at the Museum: Secret of the Tomb,98,6.2,78239,-13253379
