,budget,genre,gross,name,runtime,score,votes,Profit
1764,45000000,Animation,312900000,The Lion King,88,8.5,723070,267900000
1765,60000000,Drama,105264608,Interview with the Vampire: The Vampire Chronicles,123,7.6,255095,45264608
1766,30000000,Action,121248145,Speed,116,7.2,279357,91248145
1767,0,Comedy,51764950,The Little Rascals,82,6.3,36665,51764950
1768,4400000,Comedy,52700832,Four Weddings and a Funeral,117,7.1,115440,48300832
1769,18000000,Comedy,119938730,The Mask,101,6.9,286352,101938730
1770,16000000,Comedy,127175354,Dumb and Dumber,107,7.3,306934,111175354
1771,34000000,Crime,50282766,Natural Born Killers,118,7.3,185627,16282766
1772,30000000,Drama,66638883,Legends of the Fall,133,7.5,121453,36638883
1773,55000000,Action,71565669,Stargate: la puerta del tiempo,116,7.1,156375,16565669
1774,115000000,Action,146282411,True Lies,141,7.2,202934,31282411
1775,23000000,Action,50693162,The Crow,102,7.6,144969,27693162
1776,12000000,Comedy,72217000,Ace Ventura: Pet Detective,86,6.9,232964,60217000
1777,63000000,Adventure,25052000,Wyatt Earp,191,6.7,38101,-37948000
1778,46000000,Comedy,130512915,The Flintstones,91,4.8,64538,84512915
1779,0,Comedy,45610410,D2: The Mighty Ducks,106,6.0,30231,45610410
1780,11500000,Comedy,20982557,Reality Bites,99,6.6,38652,9482557
1781,35000000,Action,75668868,Star Trek: Generations,118,6.6,64703,40668868
1782,18000000,Biography,5887457,Ed Wood,127,7.9,149166,-12112543
1783,8000000,Fantasy,18090181,New Nightmare,112,6.4,41464,10090181
1784,230000,Comedy,3151130,Clerks,92,7.8,190615,2921130
1785,45000000,Drama,22006296,Mary Shelley's Frankenstein,123,6.4,44892,-22993704
1786,62000000,Action,122187717,Clear and Present Danger,141,6.9,74328,60187717
1787,15000000,Drama,50083616,Little Women,115,7.3,39288,35083616
1788,40000000,Comedy,38087756,Ri¢hie Ri¢h,95,5.3,53644,-1912244
1789,600000,Comedy,141626,Texas Chainsaw Massacre: The Next Generation,95,3.2,16202,-458374
1790,50000000,Adventure,16671505,Baby's Day Out,99,6.0,36625,-33328495
1791,35000000,Action,33423521,Street Fighter,102,3.8,56055,-1576479
1792,20000000,Comedy,19288821,Little Giants,107,6.3,21057,-711179
1793,0,Comedy,5370000,Airheads,92,6.1,40298,5370000
1794,0,Comedy,11220670,"Las aventuras de Priscilla, reina del desierto",104,7.5,39500,11220670
1795,5000000,Biography,3049135,Criaturas celestiales,99,7.4,52852,-1950865
1796,8000000,Fantasy,8946600,In the Mouth of Madness,95,7.2,47554,946600
1797,31000000,Drama,33683817,Nell,112,6.5,23973,2683817
1798,45000000,Crime,92115211,The Client,119,6.7,49609,47115211
1799,75000000,Action,101631272,Maverick,127,7.0,88132,26631272
1800,22000000,Comedy,144833357,The Santa Clause,97,6.4,71963,122833357
1801,0,Drama,22355000,Blue Chips,108,6.1,10150,22355000
1802,0,Comedy,25479558,My Father the Hero,90,5.4,9254,25479558
1803,0,Crime,600200,Chungking Express,102,8.1,45500,600200
1804,45000000,Action,57362581,The Specialist,110,5.5,53868,12362581
1805,0,Comedy,30577969,Blank Check,93,5.2,15449,30577969
1806,40000000,Comedy,24332324,Renaissance Man,128,6.1,14657,-15667676
1807,27000000,Adventure,44342956,El Libro de la Selva,111,6.0,14034,17342956
1808,3000000,Comedy,15185594,La boda de Muriel,106,7.2,29720,12185594
1809,24000000,Comedy,50236831,Angels in the Outfield,102,6.1,23966,26236831
1810,55000000,Action,42610000,Beverly Hills Cop III,104,5.5,64891,-12390000
1811,31000000,Biography,24822619,Quiz Show,133,7.5,57114,-6177381
1812,55000000,Drama,83015089,Disclosure,128,6.0,39139,28015089
1813,0,Crime,2201126,Somos guerreros,102,7.9,27093,2201126
1814,0,Comedy,20160000,"Corrina, Corrina",115,6.5,10650,20160000
1815,70000000,Drama,65012000,Wolf,125,6.2,46095,-4988000
1816,30000000,Comedy,51132598,Naked Gun 33 1/3: The Final Insult,83,6.5,82374,21132598
1817,0,Romance,15240435,Bad Girls,99,5.1,10190,15240435
1818,27000000,Animation,13670688,The Pagemaster,80,6.0,17391,-13329312
1819,30000000,Comedy,2869369,The Hudsucker Proxy,111,7.3,68649,-27130631
1820,40000000,Mystery,19721814,Color of Night,121,5.1,19835,-20278186
1821,45000000,Action,46815748,The River Wild,111,6.3,35146,1815748
1822,8000000,Comedy,4350774,PCU,79,6.6,10934,-3649226
1823,0,Drama,4043686,Three Colors: Red,99,8.1,69096,4043686
1824,25000000,Comedy,22150451,Don Juan DeMarco,97,6.7,43444,-2849549
1825,0,Adventure,10471613,Camp Nowhere,96,5.9,7684,10471613
1826,10000000,Action,11546543,The Legend of Drunken Master,102,7.6,37144,1546543
1827,60000000,Comedy,36763355,Junior,109,4.6,56919,-23236645
1828,27000000,Action,44853581,Timecop: Policía del futuro,99,5.8,47553,17853581
1829,0,Comedy,20042048,Only You,115,6.5,16746,20042048
1830,0,Comedy,17359799,My Girl 2,99,5.2,15940,17359799
1831,20000000,Animation,9771658,The Swan Princess,100,6.4,18972,-10228342
1832,0,Comedy,30626182,Major League II,105,5.5,21665,30626182
1833,3500000,Crime,16036534,Above the Rim,96,6.6,11508,12536534
1834,0,Action,16096000,The Getaway,115,5.7,14913,16096000
1835,0,Comedy,37800323,It Could Happen to You,101,6.3,29594,37800323
1836,0,Biography,9914409,Immortal Beloved,121,7.5,20038,9914409
1837,18000000,Comedy,11300653,Ready to Wear,133,5.0,12985,-6699347
1838,2500000,Crime,6138485,The Last Seduction,110,7.1,17307,3638485
1839,0,Drama,50021959,When a Man Loves a Woman,126,6.5,17718,50021959
1840,0,Drama,4183379,Exótica,103,7.2,15366,4183379
1841,50000000,Action,38590500,On Deadly Ground,101,4.4,19210,-11409500
1842,25000000,Comedy,6841570,Exit to Eden,113,4.1,5798,-18158430
1843,0,Comedy,14815000,Threesome,89,6.2,11407,14815000
1844,7400000,Action,7690013,Surviving the Game,96,6.1,8846,290013
1845,2500000,Crime,2881508,Shallow Grave,89,7.3,49100,381508
1846,14000000,Comedy,13640000,Crooklyn,115,6.9,6583,-360000
1847,16000000,Drama,3359465,Blue Sky,101,6.4,5683,-12640535
1848,12000000,Action,8914777,The Next Karate Kid,107,4.3,20024,-3085223
1849,50000000,Action,30155037,Blown Away,121,6.2,24421,-19844963
1850,0,Horror,8638072,The Puppet Masters,109,5.9,7281,8638072
1851,28000000,Animation,11373501,Pulgarcita,100,6.4,12483,-16626499
1852,0,Family,17193886,Miracle on 34th Street,114,6.4,24126,17193886
1853,25000000,Action,32055248,The Shadow,108,6.0,19958,7055248
1854,0,Comedy,1596700,Chasers,102,5.0,4804,1596700
1855,0,Biography,2017346,Queen Margot,159,7.5,14377,2017346
1856,20000000,Comedy,13383737,Bullets Over Broadway,98,7.5,31237,-6616263
1857,0,Comedy,28864707,In the Army Now,91,4.8,10622,28864707
1858,13000000,Comedy,7881335,Serial Mom,95,6.7,22529,-5118665
1859,0,Comedy,1464625,Three Colors: White,91,7.7,48877,1464625
1860,0,Adventure,4630377,Black Beauty,88,6.6,7810,4630377
1861,0,Comedy,20043254,With Honors,103,6.7,11565,20043254
1862,40000000,Adventure,7138449,North,87,4.4,11852,-32861551
1863,20000000,Action,15340000,No Escape,118,6.1,16576,-4660000
1864,0,Drama,16551365,The War,126,6.7,10752,16551365
1865,3000000,Biography,21848932,Il Postino,108,7.7,27999,18848932
1866,20000000,Comedy,39487686,Nobody's Fool,110,7.4,15759,19487686
1867,0,Comedy,4264509,Brainscan,96,6.1,8826,4264509
1868,0,Biography,15238994,The Madness of King George,104,7.2,12850,15238994
1869,0,Comedy,60822,It's Pat: The Movie,77,2.6,8844,60822
1870,3500000,Crime,8094616,Fresh,114,7.6,10327,4594616
1871,0,Comedy,18137661,Milk Money,110,5.5,9880,18137661
1872,0,Adventure,16819465,Andre,100,5.7,5543,16819465
1873,25000000,Comedy,6507514,The Road to Wellville,118,5.8,10226,-18492486
1874,11000000,Comedy,11439193,The Ref,96,6.9,20548,439193
1875,7000000,Biography,19604000,8 Seconds,105,6.5,4037,12604000
1876,0,Comedy,7294403,Eat Drink Man Woman,124,7.8,14947,7294403
1877,0,Action,8009329,The Chase,100,5.8,15239,8009329
1878,6200000,Comedy,126247,Police Academy: Mission to Moscow,83,3.3,26638,-6073753
1879,10000000,Action,29392418,A Low Down Dirty Shame,100,5.9,4331,19392418
1880,7850000,Action,2341309,Double Dragon,96,3.7,9200,-5508691
1881,200000,Comedy,1359736,Spanking the Monkey,100,6.3,5363,1159736
1882,12000000,Drama,2104000,Death and the Maiden,103,7.3,18786,-9896000
1883,0,Drama,19710,De amor y de sombras,100,5.1,1592,19710
1884,40000000,Comedy,43622150,City Slickers II: The Legend of Curly's Gold,116,5.5,15982,3622150
1885,25000000,Comedy,26372663,I.Q.,100,6.2,20930,1372663
1886,19000000,Comedy,7411659,Clifford,90,5.3,5807,-11588341
1887,0,Animation,71368,A Troll in Central Park,76,5.4,4914,71368
1888,35000000,Action,20277185,The Cowboy Way,102,5.8,6634,-14722815
1889,0,Comedy,13145977,Greedy,113,6.2,11022,13145977
1890,0,Comedy,12211068,Little Big League,119,6.1,8249,12211068
1891,20000000,Family,11784000,3 Ninjas Kick Back,93,4.4,7189,-8216000
1892,15000000,Comedy,6798240,Mixed Nuts,97,5.4,8563,-8201760
1893,700000,Comedy,376928,Swimming with Sharks,93,7.1,20003,-323072
1894,45000000,Action,28720380,Drop Zone,101,5.6,16774,-16279620
1895,5000000,Action,1702394,Death Wish V: The Face of Death,95,4.7,5329,-3297606
1896,7000000,Crime,20851521,Jason's Lyric,120,6.6,2838,13851521
1897,45000000,Drama,20928892,Intersection,98,5.2,6432,-24071108
1898,0,Adventure,16344520,Mi adorable delincuente,96,5.3,5382,16344520
1899,0,Adventure,21006361,Iron Will,108,6.5,6113,21006361
1900,4000000,Comedy,253969,Cemetery Man,105,7.3,17110,-3746031
1901,0,Comedy,16821273,Lightning Jack,98,5.4,5541,16821273
1902,50000000,Action,16478900,Terminal Velocity,102,5.4,11352,-33521100
1903,26000000,Action,13829734,Highlander: The Final Dimension,99,4.3,17307,-12170266
1904,1900000,Drama,763847,Before the Rain,113,8.1,11967,-1136153
1905,0,Drama,2332728,To Live,133,8.3,12705,2332728
1906,6000000,Comedy,38824341,The Paper,112,6.6,11123,32824341
1907,0,Adventure,3662459,Cabin Boy,80,5.1,7171,3662459
1908,0,Comedy,161410,Sleep with Me,86,5.7,2233,161410
1909,2800000,Drama,2616503,Burnt by the Sun,135,8.0,11998,-183497
1910,0,Drama,217881,Sister My Sister,100,6.9,2712,217881
1911,60000000,Comedy,18250211,Love Affair,108,5.9,3922,-41749789
1912,0,Comedy,1777020,I Like It Like That,104,6.8,1290,1777020
1913,30000000,Comedy,18438164,Getting Even with Dad,109,4.6,6383,-11561836
1914,0,Adventure,4358940,Wagons East,107,4.7,4191,4358940
1915,45000000,Action,30806194,I Love Trouble,123,5.2,10145,-14193806
1916,0,Comedy,19281235,House Party 3,100,4.1,2684,19281235
1917,2000000,Comedy,2260622,Leprechaun 2,85,4.4,6778,260622
1918,0,Comedy,7892208,Blankman,92,4.8,7048,7892208
1919,0,Action,1422749,Death Machine,99,5.7,3032,1422749
1920,0,Drama,4176932,Priest,105,7.1,8634,4176932
1921,0,Comedy,319123,Trading Mom,100,5.5,1451,319123
1922,0,Biography,2392599,Backbeat,100,6.7,5047,2392599
1923,0,Action,173526,Ashes of Time,100,7.2,10951,173526
1924,0,Comedy,2667163,The Scout,101,5.3,5255,2667163
1925,3000000,Drama,6101600,The Secret of Roan Inish,103,7.5,6305,3101600
1926,0,Comedy,11384038,Cops and Robbersons,93,5.0,5507,11384038
1927,7000000,Biography,2144667,Mrs. Parker and the Vicious Circle,125,6.4,3789,-4855333
1928,0,Adventure,12712,War of the Buttons,94,7.5,3452,12712
1929,20000000,Comedy,27053498,Guarding Tess,96,6.2,13526,7053498
1930,15000000,Crime,3038499,China Moon,99,6.2,4508,-11961501
1931,30000000,Comedy,1519366,Being Human,122,5.4,3439,-28480634
1932,0,Crime,202458,A Pure Formality,108,7.8,7749,202458
1933,17080000,Comedy,21011500,The Air Up There,107,5.5,7663,3931500
1934,20000000,Action,305070,Rapa Nui,107,6.4,4075,-19694930
1935,0,Adventure,5777916,Trapped in Paradise,111,5.9,10599,5777916
1936,2300000,Crime,1095885,Little Odessa,98,6.8,6076,-1204115
1937,13000000,Comedy,3134081,The Favor,97,5.3,2201,-9865919
1938,0,Comedy,63649,S.F.W.,96,5.9,4242,63649
1939,0,Comedy,20664501,Speechless,99,5.7,4298,20664501
1940,0,Biography,1007583,Cobb,128,6.5,6227,1007583
1941,15000000,Comedy,70936,It Runs in the Family,85,5.7,1234,-14929064
1942,0,Family,9979683,Lassie,94,5.9,4198,9979683
1943,0,Biography,2122948,Farinelli,111,6.9,5412,2122948
1944,0,Drama,3428774,A Simple Twist of Fate,106,6.3,4420,3428774
1945,2300000,Comedy,856422,Amateur,105,7.0,4804,-1443578
1946,30000000,Drama,3180674,Silent Fall,100,5.9,3114,-26819326
1947,0,Crime,3313633,The Glass Shield,109,6.6,2960,3313633
1948,3200000,Comedy,7266973,Barcelona,101,7.0,4843,4066973
1949,10500000,Comedy,123509,There Goes My Baby,99,6.4,902,-10376491
1950,0,Adventure,8878839,White Fang 2: Myth of the White Wolf,100,5.4,1764,8878839
1951,0,Drama,124693,Oleanna,89,6.7,2499,124693
1952,30000000,Crime,3692874,Jimmy Hollywood,112,5.3,2702,-26307126
1953,0,Comedy,3021629,Princess Caraboo,97,6.0,2187,3021629
1954,44000000,Comedy,10209111,I'll Do Anything,115,5.6,2180,-33790889
1955,15000000,Comedy,1299060,Radioland Murders,108,6.2,2920,-13700940
1956,200000,Horror,986314,Mosquito,92,4.6,1715,786314
1957,0,Comedy,766464,The Sum of Us,100,7.4,4544,766464
1958,0,Drama,464423,The Browning Version,97,7.3,2624,464423
1959,0,Comedy,9398308,Angie,107,5.4,1838,9398308
1960,0,Comedy,1746050,Vanya on 42nd Street,119,7.5,3622,1746050
1961,0,Drama,759393,Double Happiness,87,7.2,961,759393
1962,15000,Drama,2408311,Go Fish,83,5.6,1742,2393311
1963,10700000,Comedy,1238080,"Car 54, Where Are You?",89,2.4,4018,-9461920
1964,0,Drama,8534,River of Grass,76,6.5,626,8534
1965,0,Biography,538534,Tom & Viv,100,6.5,1357,538534
1966,1000000,Drama,446934,Nadja,93,6.0,2586,-553066
1967,0,Drama,917915,Wild Reeds,110,7.6,4397,917915
1968,0,Drama,152457,Ladybird Ladybird,101,7.5,2568,152457
1969,19200000,Adventure,3337685,Squanto: A Warrior's Tale,102,6.1,939,-15862315
1970,0,Comedy,304852,Dance Me Outside,84,7.3,957,304852
1971,0,Comedy,642000,The Monster,112,7.5,8177,642000
1972,0,Drama,40300,Through the Olive Trees,103,7.8,4232,40300
1973,0,Adventure,1000000,"Little Indian, Big City",100,5.6,3362,1000000
1974,18000000,Comedy,7503192,Clean Slate,107,5.7,3264,-10496808
1975,0,Comedy,713234,Holy Matrimony,93,5.1,1113,713234
1976,0,Comedy,366506,Maybe... Maybe Not,93,6.6,5089,366506
1977,20000000,Comedy,2308390,A Good Man in Africa,94,5.0,2032,-17691610
1978,0,Drama,111015,I Can't Sleep,110,7.0,894,111015
1979,0,Action,311922,La fille de d'Artagnan,125,5.9,2764,311922
1980,33000000,Crime,100125643,Se7en,127,8.6,1134655,67125643
1981,50000000,Action,100475249,Jumanji,104,6.9,232339,50475249
1982,72000000,Biography,75600000,Braveheart,178,8.4,807256,3600000
1983,6000000,Crime,23341568,The Usual Suspects,106,8.6,814470,17341568
1984,60000000,Action,67436818,Heat,170,8.2,470080,7436818
1985,12000000,Comedy,56631572,Clueless,97,6.8,136975,44631572
1986,55000000,Animation,141600000,Pocahontas,81,6.7,133708,86600000
1987,29000001,Mystery,57141459,Twelve Monkeys,129,8.0,500403,28141458
1988,30000000,Animation,191796233,Toy Story,81,8.3,694113,161796233
1989,100000000,Action,184031112,Batman Forever,121,5.4,203965,84031112
1990,60000000,Action,106600000,GoldenEye,130,7.2,209588,46600000
1991,52000000,Crime,42438300,Casino,178,8.2,367532,-9561700
1992,1500000,Drama,7417210,Kids,91,7.0,63097,5917210
1993,45000000,Drama,20302961,Showgirls,128,4.7,53325,-24697039
1994,50000000,Comedy,100328194,Casper,100,6.0,94596,50328194
1995,0,Animation,515905,Ghost in the Shell,83,8.0,101716,515905
1996,3500000,Comedy,27467564,Friday,91,7.3,82224,23967564
1997,2500000,Drama,5535405,Before Sunrise,101,8.1,207167,3035405
1998,18000000,Action,70454098,Mortal Kombat,101,5.8,87007,52454098
1999,52000000,Adventure,173837933,Apollo 13,140,7.6,224635,121837933
2000,20000000,Comedy,7564000,Hackers,107,6.2,57821,-12436000
2001,19000000,Action,65807024,Bad Boys,119,6.8,186965,46807024
2002,90000000,Action,100012499,Die Hard with a Vengeance,128,7.6,317792,10012499
2003,10000000,Comedy,25588750,Billy Madison,89,6.4,112423,15588750
2004,175000000,Action,88246220,Waterworld,135,6.1,153742,-86753780
2005,50000000,Action,81022101,Congo,109,5.1,36705,31022101
2006,16000000,Drama,43182776,Sense and Sensibility,136,7.7,84237,27182776
2007,30250000,Comedy,72077000,Get Shorty,105,6.9,66364,41827000
2008,62000000,Comedy,65000000,The American President,114,6.8,45293,3000000
2009,25000000,Action,4064333,Tank Girl,104,5.3,26302,-20935667
2010,9500000,Drama,30862146,Powder,111,6.6,25582,21362146
2011,35000000,Action,60074103,Species,108,5.8,64667,25074103
2012,18000000,Fantasy,1513028,The City of Lost Children,112,7.7,58437,-16486972
2013,3600000,Drama,31968347,Adiós a Las Vegas,111,7.6,99239,28368347
2014,0,Biography,2424439,The Basketball Diaries,102,7.3,86655,2424439
2015,7000000,Action,25625110,Desperado,104,7.2,147918,18625110
2016,0,Comedy,17689177,Heavy Weights,100,6.7,21136,17689177
2017,0,Comedy,303841,Empire Records,90,6.7,40911,303841
2018,30000000,Comedy,66600000,"Babe, el puerquito valiente",91,6.8,100541,36600000
2019,42000000,Action,7919000,Strange Days,145,7.2,57697,-34081000
2020,30000000,Adventure,108385533,Ace Ventura: When Nature Calls,90,6.3,172305,78385533
2021,4000000,Comedy,4301331,Four Rooms,98,6.7,83723,301331
2022,0,Crime,309811,La Haine,98,8.1,115435,309811
2023,17000000,Comedy,81057016,While You Were Sleeping,103,6.7,76882,64057016
2024,32000000,Action,18636537,Rápida y mortal,107,6.4,73223,-13363463
2025,0,Adventure,29412050,Major Payne,100,6.2,24344,29412050
2026,70000000,Action,34693481,Judge Dredd,96,5.5,95091,-35306519
2027,0,Animation,35348597,A Goofy Movie,78,6.8,36877,35348597
2028,22000000,Horror,9417567,Village of the Damned,99,5.6,23569,-12582433
2029,0,Adventure,32700000,Tommy Boy,97,7.1,66163,32700000
2030,17000000,Drama,10019307,A Little Princess,97,7.7,26945,-6980693
2031,12000000,Comedy,46576136,The Brady Bunch Movie,90,5.9,18224,34576136
2032,11000000,Crime,39387284,Dead Man Walking,122,7.6,77349,28387284
2033,25000000,Comedy,69870000,Grumpier Old Men,101,6.6,20718,44870000
2034,0,Comedy,36474193,"To Wong Foo Thanks for Everything, Julie Newmar",109,6.4,22962,36474193
2035,0,Comedy,27400000,Now and Then,100,6.8,22719,27400000
2036,0,Comedy,19474589,It Takes Two,101,5.8,16200,19474589
2037,20000000,Drama,32051917,Copycat,123,6.6,45066,12051917
2038,0,Crime,24361867,Dolores Claiborne,132,7.4,30927,24361867
2039,15000000,Action,37804616,Mighty Morphin Power Rangers: The Movie,95,5.1,21647,22804616
2040,50000000,Action,67823573,Outbreak,127,6.6,95549,17823573
2041,9000000,Drama,1037847,Dead Man,121,7.7,77407,-7962153
2042,53000000,Action,91400000,Crimson Tide,116,7.3,86579,38400000
2043,24000000,Drama,71516617,The Bridges of Madison County,135,7.6,58975,47516617
2044,23000000,Biography,84919401,Dangerous Minds,99,6.4,40880,61919401
2045,20000000,Comedy,21284514,To Die For,106,6.8,36974,1284514
2046,0,Comedy,704543,Kicking and Screaming,96,7.0,7594,704543
2047,6000000,Comedy,2122561,Mallrats,94,7.2,103484,-3877439
2048,5000000,Horror,15116634,Halloween: The Curse of Michael Myers,87,5.0,22890,10116634
2049,60000000,Action,50024083,Under Siege 2: Dark Territory,100,5.4,38220,-9975917
2050,25000000,Action,19076000,Johnny Mnemonic,100,5.6,58885,-5924000
2051,0,Crime,38290723,Higher Learning,127,6.5,15576,38290723
2052,20000000,Drama,50012507,A Walk in the Clouds,102,6.7,26520,30012507
2053,15000000,Comedy,6700000,Mighty Aphrodite,95,7.1,33697,-8300000
2054,50000000,Action,30306268,Assassins,132,6.3,67317,-19693732
2055,58000000,Comedy,53672080,Sabrina,127,6.3,31451,-4327920
2056,28000000,Adventure,31600000,Rob Roy,139,6.9,36234,3600000
2057,55000000,Action,37600435,First Knight,134,5.9,59052,-17399565
2058,30000000,Comedy,10693649,Drácula: Muerto pero feliz,88,5.8,32629,-19306351
2059,98000000,Action,10017322,Cutthroat Island,124,5.6,22527,-87982678
2060,13000000,Action,21088568,Tales from the Crypt: Demon Knight,92,6.7,17728,8088568
2061,22000000,Action,50727965,The Net,114,5.9,51864,28727965
2062,10000000,Action,24200000,Dead Presidents,119,6.8,16395,14200000
2063,0,Comedy,38896854,French Kiss,111,6.6,40933,38896854
2064,45000000,Drama,35617599,The Indian in the Cupboard,96,5.9,22044,-9382401
2065,23000000,Drama,82569971,Mr. Holland's Opus,143,7.3,31602,59569971
2066,50000000,Drama,10400000,The Scarlet Letter,135,5.2,12706,-39600000
2067,20000000,Comedy,19751736,Vampire in Brooklyn,100,4.5,18359,-248264
2068,0,Animation,11268750,Balto,100,7.1,32984,11268750
2069,15000000,Adventure,13406717,A Kid in King Arthur's Court,89,4.8,4897,-1593283
2070,8000000,Action,16115878,The Prophecy,98,6.6,25657,8115878
2071,30000000,Comedy,76594000,Father of the Bride Part II,106,5.9,28658,46594000
2072,0,Drama,1194152,When Night Is Falling,94,6.7,5706,1194152
2073,800000,Comedy,4771000,Welcome to the Dollhouse,88,7.4,28073,3971000
2074,30000000,Action,2167808,Wild Bill,98,5.9,5307,-27832192
2075,20000000,Sci-Fi,5781885,Asesinos cibernéticos,108,6.4,21565,-14218115
2076,6500000,Comedy,9685976,The Baby-Sitters Club,94,5.7,4594,3185976
2077,8000000,Biography,339889,Total Eclipse,111,6.6,11309,-7660111
2078,30000000,Action,24048000,Virtuosity,106,5.6,24720,-5952000
2079,50000000,Biography,13560960,Nixon,192,7.1,25426,-36439040
2080,50000000,Crime,9795017,Jade,95,5.2,9815,-40204983
2081,12000000,Comedy,17725500,The Big Green,100,5.5,7500,5725500
2082,12000000,Horror,13293081,Lord of Illusions,109,6.0,11887,1293081
2083,7500000,Action,32392047,Rumble in the Bronx,104,6.7,32513,24892047
2084,1000000,Drama,512245,Safe,119,7.2,9448,-487755
2085,0,Action,36853222,Just Cause,102,6.4,20952,36853222
2086,10000000,Comedy,23574130,How to Make an American Quilt,117,6.2,9152,13574130
2087,0,Comedy,442965,The Last Supper,92,6.8,12713,442965
2088,11000000,Drama,2112951,Othello,123,6.9,7965,-8887049
2089,0,Comedy,50892160,Something to Talk About,106,5.7,11105,50892160
2090,16000000,Comedy,67052156,Waiting to Exhale,124,5.7,7977,51052156
2091,0,Horror,1781383,El triturador,106,4.0,7031,1781383
2092,0,Drama,17382000,Murder in the First,122,7.3,23058,17382000
2093,0,Adventure,30077111,Free Willy 2: The Adventure Home,95,4.9,13906,30077111
2094,35000000,Action,20350171,Sudden Death,111,5.7,27472,-14649829
2095,0,Comedy,69700000,Nine Months,103,5.4,31410,69700000
2096,25000000,Crime,13040603,Clockers,128,6.9,17650,-11959397
2097,0,Action,15324,The Day of the Beast,103,7.5,13867,15324
2098,0,Drama,23397365,Círculo de amigos,103,6.6,7310,23397365
2099,0,Action,24700000,Operation Dumbo Drop,107,5.0,7352,24700000
2100,0,Comedy,40070995,Man of the House,96,5.0,7041,40070995
2101,7000000,Crime,529766,Things to Do in Denver When You're Dead,115,6.8,23358,-6470234
2102,11000000,Comedy,178104,Canadian Bacon,91,5.9,14286,-10821896
2103,5500000,Drama,11079373,My Family,128,7.3,3222,5579373
2104,0,Adventure,23735802,Tom and Huck,97,5.6,8150,23735802
2105,0,Action,259319,The Doom Generation,83,6.0,12096,259319
2106,500000,Comedy,1148752,Living in Oblivion,90,7.6,13615,648752
2107,7000000,Comedy,8349430,Smoke,112,7.4,29466,1349430
2108,27000000,Crime,16030096,Devil in a Blue Dress,102,6.7,14406,-10969904
2109,9000000,Drama,832910,The Crossing Guard,111,6.3,11262,-8167090
2110,0,Adventure,6029091,Gold Diggers: The Secret of Bear Mountain,94,6.0,3561,6029091
2111,68000000,Action,35324232,Money Train,110,5.6,34091,-32675768
2112,0,Drama,62949,Delta of Venus,99,4.5,1596,62949
2113,33000000,Action,8169363,Nick of Time,90,6.3,34436,-24830637
2114,20000000,Comedy,17518220,Home for the Holidays,103,6.6,9567,-2481780
2115,40000000,Action,14942422,Kiss of Death,101,5.9,14977,-25057578
2116,0,Drama,2600000,Richard III,110,7.5,12218,2600000
2117,6000000,Crime,11797927,Tales from the Hood,98,6.2,5082,5797927
2118,17000000,Drama,7603766,Losing Isaiah,111,6.4,4713,-9396234
2119,21000000,Comedy,23450000,Boys on the Side,115,6.4,10182,2450000
2120,32000000,Adventure,8247627,Tall Tale,98,5.9,2814,-23752373
2121,15000000,Drama,6014340,The Walking Dead,88,4.8,652,-8985660
2122,0,Adventure,7919823,Bushwhacked,90,5.5,4842,7919823
2123,25000,Comedy,10246600,The Brothers McMullen,98,6.6,6598,10221600
2124,0,Comedy,12100000,Bye Bye Love,106,6.1,4239,12100000
2125,50000000,Action,11534477,Fair Game,91,4.1,10655,-38465523
2126,0,Adventure,7400000,Last of the Dogmen,118,6.9,4209,7400000
2127,0,Drama,5304000,Angels and Insects,116,7.0,4083,5304000
2128,0,Drama,2568429,The Cure,97,7.7,8061,2568429
2129,0,Comedy,4821759,Angus,90,6.7,5736,4821759
2130,0,Comedy,407618,3 Ninjas Knuckle Up,85,4.1,4527,407618
2131,0,Drama,986128,Heavy,105,7.0,3835,986128
2132,0,Adventure,4686937,Senior Trip,91,5.6,4845,4686937
2133,250000,Comedy,1977544,The Incredibly True Adventure of Two Girls in Love,94,6.5,3759,1727544
2134,7000000,Drama,3760515,White Man's Burden,89,5.2,4197,-3239485
2135,0,Comedy,33194500,Forget Paris,101,6.4,9897,33194500
2136,15000000,Drama,3987649,Fluke,96,6.7,5577,-11012351
2137,0,Horror,13940383,Candyman: Farewell to the Flesh,93,5.2,8119,13940383
2138,19000000,Biography,4100000,Restoration,117,6.7,7894,-14900000
2139,0,Comedy,5221281,Miami Rhapsody,95,5.4,2821,5221281
2140,0,Comedy,10904930,The Englishman Who Went Up a Hill But Came Down a Mountain,99,6.6,14381,10904930
2141,0,Horror,302393,The Addiction,82,6.4,7077,302393
2142,0,Crime,76882,La Cérémonie,112,7.6,7614,76882
2143,2000000,Comedy,1275999,Blue in the Face,83,6.7,8035,-724001
2144,10000000,Action,6607652,The Hunted,100,5.9,3978,-3392348
2145,10500000,Comedy,26325256,Houseguest,113,5.9,4716,15825256
2146,0,Drama,30890,Beyond the Clouds,112,6.5,4750,30890
2147,15000000,Fantasy,12201255,Hideaway,106,5.3,5398,-2798745
2148,28000000,Animation,3983912,La piedra y el pingüino,74,5.6,3607,-24016088
2149,0,Comedy,17014653,Jury Duty,88,4.1,6575,17014653
2150,6400000,Crime,6849998,Never Talk to Strangers,86,5.1,5483,449998
2151,0,Drama,1162000,The Flower of My Secret,103,7.1,8430,1162000
